Date,Product,Quantity,Price
2023-01-19,iphone 12,10,7999.9
2021-10-02,iphone 13,1,999.99
2021-07-16,Macbook,4,5999.96
2021-07-16,iphone 12,1,799.99
2023-03-25,Macbook,8,11999.92
2023-02-26,iphone 14,7,8399.93
2020-12-03,Macbook,10,14999.9
2023-01-16,Airpods,1,199.99
2021-10-20,iphone 13,1,999.99
2021-03-23,Macbook,4,5999.96
2022-07-31,iphone 14,3,3599.97
2022-03-25,Airpods,5,999.95
2022-03-27,Macbook,10,14999.9
2020-12-30,iphone 13,2,1999.98
2020-09-13,iphone 12,3,2399.97
2021-12-02,iphone 12,4,3199.96
2021-08-17,iphone 14,1,1199.99
2023-01-09,iphone 13,4,3999.96
2020-09-18,Macbook,6,8999.94
2023-07-03,Macbook,7,10499.93
2020-12-24,Airpods,10,1999.9
2021-10-09,iphone 13,10,9999.9
2022-05-24,iphone 12,10,7999.9
2022-06-04,iphone 12,4,3199.96
2020-07-14,Macbook,6,8999.94
2022-05-04,iphone 14,1,1199.99
2021-11-25,iphone 13,10,9999.9
2022-03-12,iphone 13,10,9999.9
2021-08-11,Airpods,4,799.96
2021-09-10,iphone 13,2,1999.98
2023-05-08,iphone 13,10,9999.9
2021-05-30,Macbook,4,5999.96
2021-04-12,iphone 14,8,9599.92
2021-06-03,iphone 12,1,799.99
2021-12-22,iphone 14,10,11999.9
2021-12-03,iphone 12,9,7199.91
2021-08-24,Macbook,4,5999.96
2022-12-23,Macbook,6,8999.94
2021-06-23,iphone 13,5,4999.95
2021-02-14,iphone 13,7,6999.93
2023-07-05,Macbook,9,13499.91
2021-07-14,Airpods,7,1399.93
2020-09-27,Airpods,5,999.95
2020-10-14,iphone 12,5,3999.95
2021-04-09,Macbook,9,13499.91
2023-04-30,iphone 14,10,11999.9
2020-10-28,iphone 13,1,999.99
2021-02-15,iphone 14,3,3599.97
2021-07-04,Airpods,8,1599.92
2021-05-15,Macbook,8,11999.92
2021-06-09,Airpods,8,1599.92
2023-01-30,iphone 13,10,9999.9
2022-06-21,Macbook,7,10499.93
2023-02-10,iphone 12,9,7199.91
2023-02-16,Macbook,3,4499.97
2020-11-30,Macbook,2,2999.98
2022-02-28,iphone 12,5,3999.95
2023-03-29,iphone 14,3,3599.97
2021-03-23,iphone 14,3,3599.97
2022-05-01,Macbook,9,13499.91
2022-12-22,iphone 14,4,4799.96
2021-08-18,iphone 13,6,5999.94
2021-07-29,Macbook,3,4499.97
2020-12-17,Airpods,3,599.97
2022-02-11,iphone 12,3,2399.97
2022-09-05,Airpods,8,1599.92
2021-02-26,Macbook,1,1499.99
2021-11-09,iphone 12,2,1599.98
2020-09-09,Airpods,10,1999.9
2023-04-28,iphone 12,6,4799.94
2020-12-10,Macbook,10,14999.9
2023-04-19,iphone 13,8,7999.92
2023-06-11,iphone 13,1,999.99
2022-04-06,iphone 12,2,1599.98
2022-11-02,Macbook,8,11999.92
2022-01-14,Macbook,10,14999.9
2023-06-27,Macbook,3,4499.97
2022-08-21,iphone 14,2,2399.98
2020-11-23,iphone 13,1,999.99
2022-01-27,iphone 14,3,3599.97
2022-10-20,iphone 12,3,2399.97
2022-05-09,iphone 12,9,7199.91
2021-12-28,iphone 14,3,3599.97
2023-05-30,iphone 12,3,2399.97
2023-07-02,iphone 14,3,3599.97
2023-06-23,Airpods,6,1199.94
2022-03-18,iphone 14,10,11999.9
2021-08-14,iphone 12,7,5599.93
2023-07-03,iphone 12,9,7199.91
2020-10-01,Airpods,5,999.95
2021-06-15,iphone 13,3,2999.97
2023-03-12,Macbook,7,10499.93
2021-06-13,Airpods,1,199.99
2023-07-07,iphone 12,1,799.99
2021-10-05,iphone 12,2,1599.98
2023-04-01,iphone 12,7,5599.93
2020-10-17,Airpods,1,199.99
2021-01-05,iphone 13,7,6999.93
2022-06-11,iphone 14,5,5999.95
2022-09-14,Macbook,10,14999.9
2023-03-23,iphone 13,1,999.99
2022-12-20,Macbook,10,14999.9
2021-03-20,iphone 14,4,4799.96
2023-04-04,Airpods,2,399.98
2023-06-19,Airpods,8,1599.92
2022-12-13,iphone 13,1,999.99
2023-06-21,Airpods,8,1599.92
2021-11-04,Airpods,7,1399.93
2021-03-17,Macbook,9,13499.91
2021-07-04,iphone 14,1,1199.99
2022-03-22,Macbook,1,1499.99
2022-02-10,iphone 14,6,7199.94
2023-05-19,iphone 12,3,2399.97
2022-07-06,iphone 12,1,799.99
2023-03-19,iphone 12,8,6399.92
2021-03-05,Macbook,4,5999.96
2022-02-24,iphone 13,8,7999.92
2023-04-11,iphone 14,6,7199.94
2020-12-06,Airpods,6,1199.94
2022-06-10,iphone 12,2,1599.98
2023-07-06,Airpods,2,399.98
2022-10-19,iphone 12,5,3999.95
2023-03-27,iphone 12,8,6399.92
2021-04-25,iphone 13,7,6999.93
2022-05-25,Macbook,1,1499.99
2023-05-13,iphone 13,4,3999.96
2020-07-27,Macbook,3,4499.97
2021-05-31,iphone 14,9,10799.91
2023-03-18,Macbook,4,5999.96
2021-12-08,iphone 14,10,11999.9
2022-07-18,iphone 13,5,4999.95
2023-05-27,iphone 13,10,9999.9
2022-06-03,iphone 12,1,799.99
2022-08-04,iphone 14,7,8399.93
2020-07-23,iphone 13,8,7999.92
2023-01-11,iphone 12,10,7999.9
2021-01-20,Macbook,2,2999.98
2022-06-19,iphone 12,5,3999.95
2023-03-15,iphone 13,1,999.99
2020-08-18,iphone 14,1,1199.99
2023-05-05,Airpods,9,1799.91
2021-04-18,iphone 12,3,2399.97
2021-02-14,Macbook,6,8999.94
2021-12-15,iphone 14,1,1199.99
2020-10-26,Macbook,9,13499.91
2020-10-09,iphone 14,3,3599.97
2022-11-02,iphone 12,4,3199.96
2022-11-16,iphone 14,6,7199.94
2021-03-06,Macbook,1,1499.99
2021-01-18,iphone 12,9,7199.91
2021-03-03,iphone 13,10,9999.9
2021-02-23,iphone 14,4,4799.96
2020-11-30,iphone 14,10,11999.9
2022-09-01,iphone 13,9,8999.91
2021-03-22,iphone 14,3,3599.97
2020-09-27,Macbook,9,13499.91
2020-11-17,Macbook,10,14999.9
2023-02-10,Airpods,8,1599.92
2022-01-13,Airpods,1,199.99
2022-07-16,iphone 13,8,7999.92
2021-02-11,Macbook,7,10499.93
2023-02-15,iphone 13,10,9999.9
2021-08-17,iphone 12,2,1599.98
2023-05-30,iphone 13,2,1999.98
2022-10-07,iphone 14,2,2399.98
2020-11-03,iphone 13,10,9999.9
2022-02-04,iphone 12,6,4799.94
2021-11-12,Macbook,7,10499.93
2021-06-15,Macbook,6,8999.94
2020-07-30,iphone 13,3,2999.97
2020-10-27,iphone 14,8,9599.92
2021-05-17,iphone 12,1,799.99
2023-04-24,iphone 14,3,3599.97
2021-02-27,iphone 14,10,11999.9
2023-03-29,iphone 12,8,6399.92
2020-08-13,iphone 12,5,3999.95
2022-08-25,Macbook,4,5999.96
2022-11-03,iphone 13,4,3999.96
2022-01-13,iphone 14,2,2399.98
2022-03-05,iphone 12,9,7199.91
2020-10-17,iphone 13,5,4999.95
2022-06-25,iphone 13,5,4999.95
2020-12-07,iphone 13,9,8999.91
2023-04-28,iphone 14,8,9599.92
2020-12-11,iphone 12,2,1599.98
2022-03-06,Airpods,4,799.96
2023-03-05,Airpods,8,1599.92
2020-09-14,iphone 14,8,9599.92
2020-08-17,Macbook,7,10499.93
2022-01-09,Airpods,5,999.95
2022-10-16,iphone 13,8,7999.92
2023-02-15,Macbook,4,5999.96
2022-06-11,Airpods,8,1599.92
2022-07-29,iphone 14,5,5999.95
2023-02-02,Macbook,3,4499.97
2021-12-25,Airpods,8,1599.92
2022-07-26,Airpods,8,1599.92
2023-01-09,iphone 12,1,799.99
2021-08-16,iphone 14,10,11999.9
2021-03-28,Airpods,7,1399.93
2022-07-15,iphone 13,5,4999.95
2020-12-20,Macbook,4,5999.96
2020-09-18,iphone 13,7,6999.93
2022-08-24,iphone 12,1,799.99
2020-11-24,iphone 12,10,7999.9
2023-04-05,Macbook,1,1499.99
2021-12-11,iphone 12,9,7199.91
2022-02-02,Macbook,6,8999.94
2023-05-21,iphone 12,8,6399.92
2022-03-27,Macbook,9,13499.91
2023-05-25,Macbook,8,11999.92
2022-04-14,iphone 12,9,7199.91
2022-02-11,iphone 14,6,7199.94
2021-01-15,Airpods,2,399.98
2021-12-01,iphone 12,8,6399.92
2023-01-03,Airpods,7,1399.93
2023-04-08,Airpods,1,199.99
2020-10-29,iphone 13,5,4999.95
2022-09-17,Airpods,5,999.95
2023-07-04,Macbook,6,8999.94
2023-03-10,iphone 12,4,3199.96
2021-11-12,iphone 13,1,999.99
2020-08-16,Airpods,9,1799.91
2020-08-28,Airpods,6,1199.94
2022-10-06,iphone 14,9,10799.91
2020-10-23,Airpods,5,999.95
2021-06-17,iphone 12,2,1599.98
2022-03-07,iphone 14,3,3599.97
2023-06-09,Macbook,5,7499.95
2021-01-03,iphone 12,9,7199.91
2022-12-17,iphone 14,6,7199.94
2023-02-23,iphone 12,2,1599.98
2022-09-02,Macbook,2,2999.98
2022-03-15,iphone 12,5,3999.95
2021-06-24,iphone 12,6,4799.94
2023-04-06,iphone 14,1,1199.99
2021-01-14,Airpods,3,599.97
2020-12-03,iphone 13,9,8999.91
2021-05-07,Airpods,7,1399.93
2023-01-18,iphone 12,1,799.99
2022-05-15,iphone 14,10,11999.9
2023-02-01,iphone 12,4,3199.96
2021-11-01,iphone 12,2,1599.98
2020-09-11,Airpods,10,1999.9
2021-11-13,Macbook,10,14999.9
2022-03-20,iphone 14,10,11999.9
2020-08-16,iphone 12,2,1599.98
2021-03-14,Airpods,3,599.97
2023-05-23,iphone 14,2,2399.98
2020-10-01,Airpods,9,1799.91
2021-11-15,Macbook,10,14999.9
2021-08-10,Macbook,8,11999.92
2021-09-25,iphone 13,5,4999.95
2022-02-24,iphone 13,2,1999.98
2020-07-30,Macbook,4,5999.96
2022-11-06,iphone 14,3,3599.97
2021-02-25,Macbook,5,7499.95
2022-01-27,iphone 14,8,9599.92
2022-11-02,Macbook,1,1499.99
2021-06-22,Airpods,2,399.98
2023-05-07,Airpods,1,199.99
2021-06-15,iphone 14,5,5999.95
2020-09-25,iphone 12,2,1599.98
2023-01-13,Airpods,2,399.98
2023-05-17,iphone 12,2,1599.98
2021-01-28,iphone 14,8,9599.92
2021-02-02,iphone 13,3,2999.97
2021-07-17,Airpods,5,999.95
2022-10-15,Airpods,2,399.98
2020-10-27,Macbook,9,13499.91
2023-05-21,Macbook,7,10499.93
2022-03-20,iphone 12,1,799.99
2023-04-24,Airpods,7,1399.93
2022-12-06,iphone 13,9,8999.91
2020-07-18,iphone 13,2,1999.98
2021-08-26,iphone 14,4,4799.96
2020-12-10,Airpods,1,199.99
2021-04-18,iphone 12,9,7199.91
2023-05-16,iphone 13,3,2999.97
2021-08-08,Macbook,4,5999.96
2022-07-13,Airpods,5,999.95
2021-04-14,Airpods,6,1199.94
2021-10-21,Macbook,4,5999.96
2023-05-14,Macbook,2,2999.98
2020-12-30,iphone 13,6,5999.94
2023-04-09,iphone 14,3,3599.97
2021-07-23,Macbook,4,5999.96
2021-01-19,iphone 12,5,3999.95
2022-12-13,Macbook,9,13499.91
2023-01-17,Macbook,7,10499.93
2020-10-16,iphone 14,7,8399.93
2022-11-12,Macbook,3,4499.97
2020-09-12,Macbook,7,10499.93
2021-06-11,iphone 13,6,5999.94
2022-01-19,Macbook,8,11999.92
2023-03-05,iphone 13,2,1999.98
2022-01-27,Airpods,2,399.98
2022-11-15,Airpods,10,1999.9
2021-05-14,iphone 14,4,4799.96
2023-04-06,Airpods,1,199.99
2021-12-09,Macbook,10,14999.9
2021-12-25,iphone 12,2,1599.98
2022-09-13,iphone 12,10,7999.9
2023-01-21,iphone 12,2,1599.98
2021-07-29,Macbook,8,11999.92
2020-12-01,iphone 12,4,3199.96
2021-05-30,iphone 13,7,6999.93
2021-08-12,iphone 12,6,4799.94
2022-03-15,iphone 14,3,3599.97
2022-04-01,Airpods,2,399.98
2020-10-25,Macbook,10,14999.9
2020-08-24,iphone 12,4,3199.96
2021-03-02,Airpods,1,199.99
2022-07-01,Airpods,6,1199.94
2022-02-25,Macbook,10,14999.9
2021-03-22,Macbook,5,7499.95
2021-09-15,Macbook,7,10499.93
2021-11-28,iphone 13,1,999.99
2022-12-23,iphone 14,6,7199.94
2020-12-19,Macbook,2,2999.98
2020-08-07,Airpods,2,399.98
2022-06-25,Airpods,8,1599.92
2022-04-30,iphone 14,4,4799.96
2021-09-22,iphone 14,5,5999.95
2023-06-22,Macbook,8,11999.92
2021-03-28,Macbook,9,13499.91
2021-12-16,iphone 14,1,1199.99
2020-09-17,iphone 13,10,9999.9
2020-10-31,Macbook,3,4499.97
2021-08-31,iphone 13,9,8999.91
2022-03-30,Macbook,4,5999.96
2021-06-05,iphone 12,2,1599.98
2020-12-28,iphone 12,1,799.99
2021-02-07,iphone 13,3,2999.97
2020-08-30,iphone 12,4,3199.96
2023-02-03,iphone 14,7,8399.93
2022-10-17,iphone 13,8,7999.92
2021-01-03,Macbook,7,10499.93
2021-05-07,iphone 12,9,7199.91
2022-03-09,iphone 13,6,5999.94
2023-05-25,Airpods,1,199.99
2021-12-28,iphone 12,3,2399.97
2020-08-26,Airpods,6,1199.94
2021-10-07,Airpods,9,1799.91
2023-02-19,Macbook,5,7499.95
2023-04-29,iphone 12,9,7199.91
2022-08-11,Airpods,6,1199.94
2022-01-22,Airpods,8,1599.92
2021-02-14,iphone 14,4,4799.96
2022-10-11,Airpods,10,1999.9
2021-01-24,Airpods,6,1199.94
2022-02-14,Airpods,4,799.96
2022-04-23,Airpods,4,799.96
2022-04-08,Macbook,8,11999.92
2023-02-13,iphone 13,10,9999.9
2020-08-01,Airpods,10,1999.9
2022-02-15,iphone 13,9,8999.91
2021-02-19,iphone 13,7,6999.93
2021-12-16,iphone 14,9,10799.91
2022-09-09,iphone 12,1,799.99
2022-05-30,iphone 13,1,999.99
2021-03-31,Macbook,7,10499.93
2022-07-29,iphone 14,9,10799.91
2022-04-01,iphone 13,4,3999.96
2021-05-28,Macbook,2,2999.98
2021-01-18,Airpods,10,1999.9
2022-08-20,Airpods,2,399.98
2023-04-29,iphone 14,10,11999.9
2022-11-23,Airpods,8,1599.92
2021-07-18,Airpods,5,999.95
2022-06-23,Macbook,5,7499.95
2022-03-01,Macbook,6,8999.94
2021-09-21,Airpods,4,799.96
2020-10-11,iphone 13,3,2999.97
2023-06-08,Airpods,3,599.97
2021-12-27,iphone 12,9,7199.91
2023-04-08,Macbook,1,1499.99
2021-09-04,iphone 12,1,799.99
2022-01-05,iphone 13,9,8999.91
2023-06-01,iphone 12,4,3199.96
2023-02-20,iphone 14,2,2399.98
2022-01-31,Macbook,4,5999.96
2023-03-14,iphone 12,2,1599.98
2022-04-19,iphone 14,10,11999.9
2022-01-17,Macbook,9,13499.91
2021-10-26,Macbook,4,5999.96
2023-05-22,iphone 13,7,6999.93
2023-05-20,Macbook,1,1499.99
2023-03-03,Macbook,10,14999.9
2023-04-02,Airpods,8,1599.92
2022-08-27,Airpods,8,1599.92
2022-07-02,Airpods,2,399.98
2021-05-07,iphone 14,4,4799.96
2022-01-16,iphone 13,5,4999.95
2021-08-11,Airpods,7,1399.93
2021-10-07,iphone 13,5,4999.95
2022-03-25,Airpods,8,1599.92
2023-07-12,Airpods,6,1199.94
2021-01-01,iphone 13,2,1999.98
2021-01-25,Airpods,8,1599.92
2022-06-17,iphone 14,5,5999.95
2023-01-02,iphone 14,1,1199.99
2021-01-22,Airpods,3,599.97
2023-03-19,Macbook,6,8999.94
2023-05-02,iphone 13,4,3999.96
2021-03-20,iphone 14,10,11999.9
2021-05-06,Airpods,9,1799.91
2022-02-28,iphone 14,6,7199.94
2023-05-19,iphone 13,10,9999.9
2022-11-28,Macbook,2,2999.98
2022-02-09,iphone 12,10,7999.9
2023-03-05,Macbook,9,13499.91
2022-12-14,iphone 13,1,999.99
2020-12-17,Macbook,3,4499.97
2021-08-12,Airpods,4,799.96
2021-10-18,Airpods,8,1599.92
2022-05-19,iphone 14,7,8399.93
2021-03-29,iphone 14,5,5999.95
2022-05-09,iphone 12,9,7199.91
2021-07-19,iphone 14,3,3599.97
2020-07-28,iphone 13,4,3999.96
2021-03-18,iphone 13,9,8999.91
2023-01-29,iphone 13,6,5999.94
2022-01-26,Airpods,10,1999.9
2021-09-02,iphone 14,2,2399.98
2020-08-08,Airpods,6,1199.94
2022-05-30,iphone 14,6,7199.94
2023-01-02,iphone 14,9,10799.91
2021-05-18,iphone 12,4,3199.96
2022-06-04,Macbook,4,5999.96
2023-05-19,iphone 14,6,7199.94
2023-03-17,iphone 12,9,7199.91
2020-12-22,iphone 13,6,5999.94
2022-05-04,iphone 13,1,999.99
2023-07-07,iphone 12,5,3999.95
2023-03-17,Airpods,6,1199.94
2023-04-24,iphone 13,7,6999.93
2022-05-02,iphone 12,6,4799.94
2022-08-18,Airpods,3,599.97
2021-04-21,Airpods,3,599.97
2021-11-11,iphone 12,1,799.99
2021-10-28,iphone 13,7,6999.93
2022-05-31,iphone 14,5,5999.95
2022-02-09,Airpods,5,999.95
2022-10-11,Airpods,5,999.95
2022-08-25,iphone 13,2,1999.98
2023-06-07,iphone 14,4,4799.96
2022-02-19,iphone 12,1,799.99
2021-06-06,iphone 14,8,9599.92
2022-03-09,iphone 13,5,4999.95
2022-05-20,Airpods,10,1999.9
2020-10-22,Airpods,3,599.97
2022-12-29,iphone 12,1,799.99
2023-04-20,iphone 14,4,4799.96
2023-05-04,iphone 13,5,4999.95
2023-02-10,iphone 13,9,8999.91
2020-08-27,Macbook,8,11999.92
2021-06-11,Airpods,6,1199.94
2021-01-18,Macbook,2,2999.98
2021-11-14,iphone 12,6,4799.94
2021-01-16,iphone 14,8,9599.92
2023-06-03,Macbook,4,5999.96
2021-09-09,Airpods,9,1799.91
2020-10-12,iphone 14,7,8399.93
2021-08-09,iphone 13,7,6999.93
2023-04-18,Airpods,5,999.95
2023-02-16,iphone 12,5,3999.95
2023-07-09,iphone 14,8,9599.92
2021-10-10,iphone 13,1,999.99
2023-04-15,iphone 12,10,7999.9
2021-12-01,iphone 13,2,1999.98
2023-07-07,Macbook,5,7499.95
2022-03-28,iphone 14,8,9599.92
2022-05-15,Airpods,8,1599.92
2020-11-20,Macbook,1,1499.99
2022-03-19,iphone 13,8,7999.92
2021-01-04,iphone 13,1,999.99
2023-01-20,Airpods,10,1999.9
2022-07-01,iphone 13,7,6999.93
2022-07-20,Airpods,3,599.97
2023-02-01,Airpods,9,1799.91
2022-12-08,iphone 12,5,3999.95
2022-05-22,iphone 14,5,5999.95
2020-09-22,iphone 13,1,999.99
2021-02-06,iphone 14,1,1199.99
2023-05-23,iphone 14,1,1199.99
2021-08-08,iphone 12,8,6399.92
2022-09-20,iphone 14,9,10799.91
2022-08-28,iphone 14,5,5999.95
2022-07-10,iphone 13,7,6999.93
2022-01-24,iphone 13,8,7999.92
2023-03-28,iphone 13,3,2999.97
2021-07-12,Airpods,10,1999.9
2022-08-06,Airpods,5,999.95
2021-08-17,iphone 13,8,7999.92
2023-03-20,iphone 13,9,8999.91
2023-01-04,iphone 14,3,3599.97
2021-12-03,Macbook,5,7499.95
2023-06-22,iphone 12,2,1599.98
2022-02-27,Airpods,1,199.99
2022-01-23,iphone 12,5,3999.95
2022-01-23,iphone 12,4,3199.96
2022-01-12,iphone 14,5,5999.95
2022-01-04,iphone 14,5,5999.95
2022-08-24,iphone 12,6,4799.94
2023-02-19,iphone 12,4,3199.96
2021-11-02,Airpods,1,199.99
2021-10-05,iphone 13,3,2999.97
2020-08-09,Airpods,1,199.99
2020-08-22,iphone 13,1,999.99
2023-05-29,Macbook,1,1499.99
2022-11-18,iphone 14,1,1199.99
2022-10-09,Macbook,6,8999.94
2022-06-28,Airpods,4,799.96
2021-11-05,iphone 12,5,3999.95
2023-06-29,iphone 13,6,5999.94
2022-08-09,Macbook,4,5999.96
2021-04-30,Airpods,2,399.98
2021-01-16,Airpods,2,399.98
2022-04-05,iphone 13,4,3999.96
2022-01-15,Macbook,9,13499.91
2021-11-28,iphone 13,10,9999.9
2023-02-20,iphone 12,8,6399.92
2022-03-27,Macbook,9,13499.91
2022-09-05,iphone 14,10,11999.9
2021-11-15,Macbook,6,8999.94
2023-06-16,iphone 12,3,2399.97
2022-02-24,iphone 13,9,8999.91
2021-09-14,iphone 12,7,5599.93
2022-02-04,Macbook,6,8999.94
2021-06-20,iphone 13,9,8999.91
2022-02-21,Airpods,8,1599.92
2022-11-26,iphone 13,4,3999.96
2023-06-30,iphone 13,7,6999.93
2020-12-09,iphone 14,6,7199.94
2021-03-09,iphone 12,2,1599.98
2020-09-26,Macbook,9,13499.91
2021-07-15,Airpods,10,1999.9
2021-11-18,Macbook,5,7499.95
2022-05-21,iphone 13,7,6999.93
2020-12-24,Airpods,6,1199.94
2020-09-24,iphone 13,8,7999.92
2021-07-21,iphone 13,1,999.99
2022-02-03,iphone 12,2,1599.98
2023-05-30,iphone 14,8,9599.92
2022-02-18,Airpods,4,799.96
2020-07-16,iphone 14,7,8399.93
2022-03-19,Macbook,3,4499.97
2023-03-02,iphone 12,5,3999.95
2022-12-27,Macbook,5,7499.95
2023-07-06,iphone 12,4,3199.96
2021-12-08,iphone 13,1,999.99
2022-02-26,iphone 12,10,7999.9
2021-06-11,Macbook,8,11999.92
2021-08-14,Airpods,2,399.98
2021-04-27,Airpods,9,1799.91
2022-03-08,iphone 14,6,7199.94
2021-12-14,Airpods,3,599.97
2021-07-29,iphone 13,6,5999.94
2021-07-16,Macbook,7,10499.93
2023-03-15,Airpods,5,999.95
2022-01-21,Airpods,5,999.95
2022-08-13,Airpods,7,1399.93
2022-07-01,iphone 12,2,1599.98
2023-06-21,Airpods,6,1199.94
2020-08-15,iphone 12,7,5599.93
2023-02-27,iphone 12,10,7999.9
2022-11-26,iphone 14,1,1199.99
2020-09-10,Airpods,8,1599.92
2020-12-25,iphone 13,7,6999.93
2022-06-25,iphone 14,8,9599.92
2020-12-07,Macbook,6,8999.94
2023-04-16,iphone 14,8,9599.92
2023-02-05,iphone 14,9,10799.91
2023-01-30,iphone 12,4,3199.96
2020-08-28,iphone 12,6,4799.94
2023-02-17,iphone 12,4,3199.96
2023-06-08,Macbook,10,14999.9
2022-01-10,iphone 13,8,7999.92
2023-04-13,Macbook,1,1499.99
2021-10-06,iphone 12,4,3199.96
2023-03-29,Airpods,4,799.96
2022-06-29,Macbook,10,14999.9
2022-05-10,Macbook,8,11999.92
2020-08-09,iphone 13,2,1999.98
2023-07-01,iphone 14,5,5999.95
2021-03-23,Airpods,10,1999.9
2021-11-26,Airpods,8,1599.92
2021-02-06,iphone 13,1,999.99
2021-09-19,iphone 14,7,8399.93
2021-03-28,Macbook,10,14999.9
2022-02-21,iphone 13,10,9999.9
2021-07-21,iphone 13,2,1999.98
2020-08-21,iphone 13,9,8999.91
2021-06-15,iphone 14,2,2399.98
2021-10-25,iphone 13,5,4999.95
2021-04-08,Airpods,7,1399.93
2020-10-16,Airpods,5,999.95
2023-01-21,Airpods,9,1799.91
2022-03-16,iphone 14,8,9599.92
2023-01-09,Airpods,8,1599.92
2021-03-05,iphone 12,8,6399.92
2021-03-26,Airpods,6,1199.94
2021-04-23,iphone 12,4,3199.96
2020-09-12,iphone 14,3,3599.97
2021-10-28,Macbook,3,4499.97
2022-06-28,iphone 13,6,5999.94
2020-10-10,Macbook,2,2999.98
2023-03-08,iphone 12,2,1599.98
2023-02-17,Airpods,5,999.95
2022-11-28,iphone 13,8,7999.92
2023-07-04,iphone 14,7,8399.93
2022-02-25,iphone 12,4,3199.96
2020-09-07,Airpods,1,199.99
2022-07-12,Macbook,10,14999.9
2023-06-02,Airpods,2,399.98
2021-07-22,iphone 12,4,3199.96
2023-01-18,iphone 14,8,9599.92
2023-03-19,iphone 14,9,10799.91
2022-05-23,iphone 13,5,4999.95
2022-04-14,iphone 14,3,3599.97
2020-09-04,iphone 12,2,1599.98
2020-12-12,Airpods,2,399.98
2020-10-18,iphone 14,10,11999.9
2021-01-24,Airpods,10,1999.9
2022-11-18,Macbook,8,11999.92
2020-08-29,Macbook,8,11999.92
2020-10-22,Airpods,9,1799.91
2021-07-05,Macbook,3,4499.97
2023-05-25,Airpods,1,199.99
2022-11-18,iphone 13,2,1999.98
2021-11-19,Macbook,9,13499.91
2023-04-11,Airpods,9,1799.91
2020-11-17,Airpods,4,799.96
2023-02-08,Airpods,1,199.99
2020-09-16,Macbook,8,11999.92
2021-10-03,iphone 13,6,5999.94
2021-07-21,iphone 14,10,11999.9
2023-05-22,Macbook,6,8999.94
2020-09-28,Macbook,9,13499.91
2022-05-23,iphone 14,5,5999.95
2021-01-20,Airpods,3,599.97
2021-12-19,Macbook,9,13499.91
2022-11-01,Airpods,3,599.97
2022-05-22,iphone 14,6,7199.94
2022-08-12,Airpods,6,1199.94
2022-10-26,iphone 14,3,3599.97
2021-07-22,iphone 14,2,2399.98
2022-04-11,iphone 12,3,2399.97
2020-08-16,iphone 13,2,1999.98
2020-08-15,iphone 14,10,11999.9
2021-08-05,Airpods,8,1599.92
2023-02-08,iphone 14,8,9599.92
2022-11-26,iphone 13,10,9999.9
2023-04-22,Macbook,7,10499.93
2023-04-07,iphone 13,7,6999.93
2023-01-27,iphone 13,10,9999.9
2023-06-16,iphone 13,7,6999.93
2022-04-17,Airpods,2,399.98
2023-02-03,iphone 14,10,11999.9
2020-09-23,iphone 14,1,1199.99
2022-04-02,iphone 12,8,6399.92
2022-10-11,iphone 13,4,3999.96
2022-08-30,iphone 12,2,1599.98
2023-03-30,iphone 13,3,2999.97
2022-05-10,Airpods,2,399.98
2021-07-22,iphone 12,1,799.99
2020-11-19,Macbook,10,14999.9
2021-07-11,iphone 12,3,2399.97
2022-04-24,Airpods,4,799.96
2022-01-24,Airpods,5,999.95
2021-01-08,iphone 13,10,9999.9
2022-10-12,iphone 13,3,2999.97
2021-02-12,iphone 12,6,4799.94
2021-07-25,iphone 14,1,1199.99
2023-04-05,iphone 12,7,5599.93
2023-03-25,iphone 12,9,7199.91
2020-09-13,iphone 14,5,5999.95
2021-11-23,Macbook,3,4499.97
2023-06-28,Macbook,4,5999.96
2023-03-03,iphone 14,1,1199.99
2021-06-06,Airpods,7,1399.93
2022-01-17,iphone 12,10,7999.9
2023-07-09,iphone 12,2,1599.98
2022-03-12,iphone 14,2,2399.98
2020-10-07,iphone 13,7,6999.93
2021-12-04,iphone 13,1,999.99
2023-05-21,iphone 13,2,1999.98
2022-11-08,Macbook,1,1499.99
2022-10-09,Macbook,9,13499.91
2020-12-27,iphone 12,5,3999.95
2021-01-09,iphone 14,6,7199.94
2022-07-24,Airpods,7,1399.93
2022-12-24,Airpods,5,999.95
2022-03-05,iphone 13,8,7999.92
2021-01-21,Airpods,2,399.98
2023-03-04,iphone 12,6,4799.94
2021-09-05,iphone 12,5,3999.95
2022-10-28,iphone 13,4,3999.96
2021-05-20,iphone 14,1,1199.99
2022-01-10,iphone 14,5,5999.95
2022-07-10,Macbook,3,4499.97
2021-07-11,iphone 13,8,7999.92
2021-02-24,iphone 12,3,2399.97
2021-09-16,iphone 12,7,5599.93
2022-06-11,Macbook,4,5999.96
2022-08-04,iphone 13,9,8999.91
2021-03-09,Macbook,5,7499.95
2022-01-22,iphone 13,2,1999.98
2021-07-25,iphone 12,8,6399.92
2021-07-07,iphone 12,7,5599.93
2021-01-02,iphone 14,5,5999.95
2021-08-26,iphone 12,2,1599.98
2021-08-20,iphone 13,6,5999.94
2022-02-27,iphone 13,10,9999.9
2021-11-11,Airpods,10,1999.9
2020-12-23,Airpods,7,1399.93
2021-11-07,iphone 14,10,11999.9
2020-11-03,Airpods,6,1199.94
2020-10-28,Macbook,2,2999.98
